aligned_id,status,tiff_name,tiff_time_iso,video_time_s,video_time,video_frame_index,thermal_source_path,thermal_tiff_path,thermal_png_path,video_png_path,overlay_png_path,visual_score,thermal_edge_density,video_edge_density,mask_80c_path,mask_positive_pixels,mask_positive_fraction
000015_20260227_023507,exported,20260227_023507.tiff,2026-02-27 02:35:07,81.83333333333337,00:01:21.833,2455,raw/thermal/20260227_023507.tiff,processed/aligned/000015_20260227_023507/thermal.tiff,processed/aligned/000015_20260227_023507/thermal.png,processed/aligned/000015_20260227_023507/video.png,processed/aligned/000015_20260227_023507/overlay.png,0.470322348177433,0.2450714111328125,0.700390625,processed/aligned/000015_20260227_023507/mask_80c.png,996,0.00303955078125
000016_20260227_023508,exported,20260227_023508.tiff,2026-02-27 02:35:08,82.83333333333337,00:01:22.833,2485,raw/thermal/20260227_023508.tiff,processed/aligned/000016_20260227_023508/thermal.tiff,processed/aligned/000016_20260227_023508/thermal.png,processed/aligned/000016_20260227_023508/video.png,processed/aligned/000016_20260227_023508/overlay.png,0.45432277768850327,0.234759521484375,0.70731201171875,processed/aligned/000016_20260227_023508/mask_80c.png,5949,0.0181549072265625
000017_20260227_023509,exported,20260227_023509.tiff,2026-02-27 02:35:09,83.83333333333337,00:01:23.833,2515,raw/thermal/20260227_023509.tiff,processed/aligned/000017_20260227_023509/thermal.tiff,processed/aligned/000017_20260227_023509/thermal.png,processed/aligned/000017_20260227_023509/video.png,processed/aligned/000017_20260227_023509/overlay.png,0.46309328079223633,0.252740478515625,0.7122161865234375,processed/aligned/000017_20260227_023509/mask_80c.png,8867,0.0270599365234375
000018_20260227_023510,exported,20260227_023510.tiff,2026-02-27 02:35:10,84.83333333333337,00:01:24.833,2545,raw/thermal/20260227_023510.tiff,processed/aligned/000018_20260227_023510/thermal.tiff,processed/aligned/000018_20260227_023510/thermal.png,processed/aligned/000018_20260227_023510/video.png,processed/aligned/000018_20260227_023510/overlay.png,0.48448314517736435,0.29117431640625,0.71763916015625,processed/aligned/000018_20260227_023510/mask_80c.png,16830,0.051361083984375
000019_20260227_023511,exported,20260227_023511.tiff,2026-02-27 02:35:11,85.83333333333337,00:01:25.833,2575,raw/thermal/20260227_023511.tiff,processed/aligned/000019_20260227_023511/thermal.tiff,processed/aligned/000019_20260227_023511/thermal.png,processed/aligned/000019_20260227_023511/video.png,processed/aligned/000019_20260227_023511/overlay.png,0.4329368695616722,0.2237030029296875,0.71475830078125,processed/aligned/000019_20260227_023511/mask_80c.png,24146,0.073687744140625
000020_20260227_023512,exported,20260227_023512.tiff,2026-02-27 02:35:12,86.83333333333337,00:01:26.833,2605,raw/thermal/20260227_023512.tiff,processed/aligned/000020_20260227_023512/thermal.tiff,processed/aligned/000020_20260227_023512/thermal.png,processed/aligned/000020_20260227_023512/video.png,processed/aligned/000020_20260227_023512/overlay.png,0.460198774933815,0.269366455078125,0.748309326171875,processed/aligned/000020_20260227_023512/mask_80c.png,23510,0.071746826171875
000021_20260227_023513,exported,20260227_023513.tiff,2026-02-27 02:35:13,87.83333333333337,00:01:27.833,2635,raw/thermal/20260227_023513.tiff,processed/aligned/000021_20260227_023513/thermal.tiff,processed/aligned/000021_20260227_023513/thermal.png,processed/aligned/000021_20260227_023513/video.png,processed/aligned/000021_20260227_023513/overlay.png,0.4643371179699898,0.2727203369140625,0.7594207763671875,processed/aligned/000021_20260227_023513/mask_80c.png,42035,0.1282806396484375
000022_20260227_023514,exported,20260227_023514.tiff,2026-02-27 02:35:14,88.83333333333337,00:01:28.833,2665,raw/thermal/20260227_023514.tiff,processed/aligned/000022_20260227_023514/thermal.tiff,processed/aligned/000022_20260227_023514/thermal.png,processed/aligned/000022_20260227_023514/video.png,processed/aligned/000022_20260227_023514/overlay.png,0.436639629304409,0.2334686279296875,0.75899658203125,processed/aligned/000022_20260227_023514/mask_80c.png,83014,0.253338623046875
000023_20260227_023515,exported,20260227_023515.tiff,2026-02-27 02:35:15,89.83333333333337,00:01:29.833,2695,raw/thermal/20260227_023515.tiff,processed/aligned/000023_20260227_023515/thermal.tiff,processed/aligned/000023_20260227_023515/thermal.png,processed/aligned/000023_20260227_023515/video.png,processed/aligned/000023_20260227_023515/overlay.png,0.4238172024488449,0.2537872314453125,0.7190155029296875,processed/aligned/000023_20260227_023515/mask_80c.png,119195,0.3637542724609375
000024_20260227_023516,exported,20260227_023516.tiff,2026-02-27 02:35:16,90.83333333333337,00:01:30.833,2725,raw/thermal/20260227_023516.tiff,processed/aligned/000024_20260227_023516/thermal.tiff,processed/aligned/000024_20260227_023516/thermal.png,processed/aligned/000024_20260227_023516/video.png,processed/aligned/000024_20260227_023516/overlay.png,0.3733011931180954,0.2026123046875,0.6578582763671875,processed/aligned/000024_20260227_023516/mask_80c.png,149414,0.455975341796875
000025_20260227_023517,exported,20260227_023517.tiff,2026-02-27 02:35:17,91.83333333333337,00:01:31.833,2755,raw/thermal/20260227_023517.tiff,processed/aligned/000025_20260227_023517/thermal.tiff,processed/aligned/000025_20260227_023517/thermal.png,processed/aligned/000025_20260227_023517/video.png,processed/aligned/000025_20260227_023517/overlay.png,0.3500947430729866,0.201470947265625,0.62711181640625,processed/aligned/000025_20260227_023517/mask_80c.png,145680,0.444580078125
000026_20260227_023518,exported,20260227_023518.tiff,2026-02-27 02:35:18,92.83333333333337,00:01:32.833,2785,raw/thermal/20260227_023518.tiff,processed/aligned/000026_20260227_023518/thermal.tiff,processed/aligned/000026_20260227_023518/thermal.png,processed/aligned/000026_20260227_023518/video.png,processed/aligned/000026_20260227_023518/overlay.png,0.39452367275953293,0.2453460693359375,0.646221923828125,processed/aligned/000026_20260227_023518/mask_80c.png,115006,0.350970458984375
000027_20260227_023519,exported,20260227_023519.tiff,2026-02-27 02:35:19,93.83333333333337,00:01:33.833,2815,raw/thermal/20260227_023519.tiff,processed/aligned/000027_20260227_023519/thermal.tiff,processed/aligned/000027_20260227_023519/thermal.png,processed/aligned/000027_20260227_023519/video.png,processed/aligned/000027_20260227_023519/overlay.png,0.4074473977088928,0.255279541015625,0.678741455078125,processed/aligned/000027_20260227_023519/mask_80c.png,62596,0.19102783203125
000028_20260227_023520,exported,20260227_023520.tiff,2026-02-27 02:35:20,94.83333333333337,00:01:34.833,2845,raw/thermal/20260227_023520.tiff,processed/aligned/000028_20260227_023520/thermal.tiff,processed/aligned/000028_20260227_023520/thermal.png,processed/aligned/000028_20260227_023520/video.png,processed/aligned/000028_20260227_023520/overlay.png,0.4127546325325966,0.22158203125,0.70086669921875,processed/aligned/000028_20260227_023520/mask_80c.png,20169,0.0615509033203125
000029_20260227_023521,exported,20260227_023521.tiff,2026-02-27 02:35:21,95.83333333333337,00:01:35.833,2875,raw/thermal/20260227_023521.tiff,processed/aligned/000029_20260227_023521/thermal.tiff,processed/aligned/000029_20260227_023521/thermal.png,processed/aligned/000029_20260227_023521/video.png,processed/aligned/000029_20260227_023521/overlay.png,0.4328584671020508,0.242559814453125,0.723681640625,processed/aligned/000029_20260227_023521/mask_80c.png,20998,0.064080810546875
000030_20260227_023522,exported,20260227_023522.tiff,2026-02-27 02:35:22,96.83333333333337,00:01:36.833,2905,raw/thermal/20260227_023522.tiff,processed/aligned/000030_20260227_023522/thermal.tiff,processed/aligned/000030_20260227_023522/thermal.png,processed/aligned/000030_20260227_023522/video.png,processed/aligned/000030_20260227_023522/overlay.png,0.46163415163755417,0.2917236328125,0.7227752685546875,processed/aligned/000030_20260227_023522/mask_80c.png,40950,0.124969482421875
000031_20260227_023523,exported,20260227_023523.tiff,2026-02-27 02:35:23,97.83333333333337,00:01:37.833,2935,raw/thermal/20260227_023523.tiff,processed/aligned/000031_20260227_023523/thermal.tiff,processed/aligned/000031_20260227_023523/thermal.png,processed/aligned/000031_20260227_023523/video.png,processed/aligned/000031_20260227_023523/overlay.png,0.3697699084877968,0.1835662841796875,0.68277587890625,processed/aligned/000031_20260227_023523/mask_80c.png,72241,0.2204620361328125
000032_20260227_023524,exported,20260227_023524.tiff,2026-02-27 02:35:24,98.83333333333337,00:01:38.833,2965,raw/thermal/20260227_023524.tiff,processed/aligned/000032_20260227_023524/thermal.tiff,processed/aligned/000032_20260227_023524/thermal.png,processed/aligned/000032_20260227_023524/video.png,processed/aligned/000032_20260227_023524/overlay.png,0.3568681851029396,0.1557891845703125,0.6394317626953125,processed/aligned/000032_20260227_023524/mask_80c.png,87673,0.2675567626953125
000033_20260227_023525,exported,20260227_023525.tiff,2026-02-27 02:35:25,99.83333333333337,00:01:39.833,2995,raw/thermal/20260227_023525.tiff,processed/aligned/000033_20260227_023525/thermal.tiff,processed/aligned/000033_20260227_023525/thermal.png,processed/aligned/000033_20260227_023525/video.png,processed/aligned/000033_20260227_023525/overlay.png,0.35897839069366455,0.1360931396484375,0.552313232421875,processed/aligned/000033_20260227_023525/mask_80c.png,160172,0.48880615234375
000034_20260227_023526,exported,20260227_023526.tiff,2026-02-27 02:35:26,100.83333333333337,00:01:40.833,3025,raw/thermal/20260227_023526.tiff,processed/aligned/000034_20260227_023526/thermal.tiff,processed/aligned/000034_20260227_023526/thermal.png,processed/aligned/000034_20260227_023526/video.png,processed/aligned/000034_20260227_023526/overlay.png,0.3739472031593323,0.1733489990234375,0.519671630859375,processed/aligned/000034_20260227_023526/mask_80c.png,222801,0.6799346923828125
000035_20260227_023527,exported,20260227_023527.tiff,2026-02-27 02:35:27,101.83333333333337,00:01:41.833,3055,raw/thermal/20260227_023527.tiff,processed/aligned/000035_20260227_023527/thermal.tiff,processed/aligned/000035_20260227_023527/thermal.png,processed/aligned/000035_20260227_023527/video.png,processed/aligned/000035_20260227_023527/overlay.png,0.35848087817430496,0.162689208984375,0.5716888427734375,processed/aligned/000035_20260227_023527/mask_80c.png,249467,0.7613128662109375
000036_20260227_023528,exported,20260227_023528.tiff,2026-02-27 02:35:28,102.83333333333337,00:01:42.833,3085,raw/thermal/20260227_023528.tiff,processed/aligned/000036_20260227_023528/thermal.tiff,processed/aligned/000036_20260227_023528/thermal.png,processed/aligned/000036_20260227_023528/video.png,processed/aligned/000036_20260227_023528/overlay.png,0.36953698098659515,0.2018890380859375,0.5417877197265625,processed/aligned/000036_20260227_023528/mask_80c.png,193163,0.5894866943359375
000037_20260227_023529,exported,20260227_023529.tiff,2026-02-27 02:35:29,103.83333333333337,00:01:43.833,3115,raw/thermal/20260227_023529.tiff,processed/aligned/000037_20260227_023529/thermal.tiff,processed/aligned/000037_20260227_023529/thermal.png,processed/aligned/000037_20260227_023529/video.png,processed/aligned/000037_20260227_023529/overlay.png,0.39976339042186737,0.204913330078125,0.605169677734375,processed/aligned/000037_20260227_023529/mask_80c.png,199001,0.6073028564453125
000038_20260227_023530,exported,20260227_023530.tiff,2026-02-27 02:35:30,104.83333333333337,00:01:44.833,3145,raw/thermal/20260227_023530.tiff,processed/aligned/000038_20260227_023530/thermal.tiff,processed/aligned/000038_20260227_023530/thermal.png,processed/aligned/000038_20260227_023530/video.png,processed/aligned/000038_20260227_023530/overlay.png,0.3995154798030853,0.181781005859375,0.6273712158203125,processed/aligned/000038_20260227_023530/mask_80c.png,235892,0.71988525390625
000039_20260227_023531,exported,20260227_023531.tiff,2026-02-27 02:35:31,105.83333333333337,00:01:45.833,3175,raw/thermal/20260227_023531.tiff,processed/aligned/000039_20260227_023531/thermal.tiff,processed/aligned/000039_20260227_023531/thermal.png,processed/aligned/000039_20260227_023531/video.png,processed/aligned/000039_20260227_023531/overlay.png,0.39616720378398895,0.181292724609375,0.6283355712890625,processed/aligned/000039_20260227_023531/mask_80c.png,239998,0.732415771484375
000040_20260227_023532,exported,20260227_023532.tiff,2026-02-27 02:35:32,106.83333333333337,00:01:46.833,3205,raw/thermal/20260227_023532.tiff,processed/aligned/000040_20260227_023532/thermal.tiff,processed/aligned/000040_20260227_023532/thermal.png,processed/aligned/000040_20260227_023532/video.png,processed/aligned/000040_20260227_023532/overlay.png,0.3800738528370857,0.1591766357421875,0.6132781982421875,processed/aligned/000040_20260227_023532/mask_80c.png,214638,0.655023193359375
000041_20260227_023533,exported,20260227_023533.tiff,2026-02-27 02:35:33,107.83333333333337,00:01:47.833,3235,raw/thermal/20260227_023533.tiff,processed/aligned/000041_20260227_023533/thermal.tiff,processed/aligned/000041_20260227_023533/thermal.png,processed/aligned/000041_20260227_023533/video.png,processed/aligned/000041_20260227_023533/overlay.png,0.4260029122233391,0.2006622314453125,0.677801513671875,processed/aligned/000041_20260227_023533/mask_80c.png,171179,0.5223968505859375
000042_20260227_023534,exported,20260227_023534.tiff,2026-02-27 02:35:34,108.83333333333337,00:01:48.833,3265,raw/thermal/20260227_023534.tiff,processed/aligned/000042_20260227_023534/thermal.tiff,processed/aligned/000042_20260227_023534/thermal.png,processed/aligned/000042_20260227_023534/video.png,processed/aligned/000042_20260227_023534/overlay.png,0.45585013180971146,0.2386962890625,0.644366455078125,processed/aligned/000042_20260227_023534/mask_80c.png,218041,0.6654083251953125
000043_20260227_023535,exported,20260227_023535.tiff,2026-02-27 02:35:35,109.83333333333337,00:01:49.833,3295,raw/thermal/20260227_023535.tiff,processed/aligned/000043_20260227_023535/thermal.tiff,processed/aligned/000043_20260227_023535/thermal.png,processed/aligned/000043_20260227_023535/video.png,processed/aligned/000043_20260227_023535/overlay.png,0.36323854327201843,0.1323577880859375,0.5949493408203125,processed/aligned/000043_20260227_023535/mask_80c.png,254531,0.7767669677734375
000044_20260227_023536,exported,20260227_023536.tiff,2026-02-27 02:35:36,110.83333333333337,00:01:50.833,3325,raw/thermal/20260227_023536.tiff,processed/aligned/000044_20260227_023536/thermal.tiff,processed/aligned/000044_20260227_023536/thermal.png,processed/aligned/000044_20260227_023536/video.png,processed/aligned/000044_20260227_023536/overlay.png,0.3574455603957176,0.137371826171875,0.494659423828125,processed/aligned/000044_20260227_023536/mask_80c.png,301366,0.919696044921875
000045_20260227_023537,exported,20260227_023537.tiff,2026-02-27 02:35:37,111.83333333333337,00:01:51.833,3355,raw/thermal/20260227_023537.tiff,processed/aligned/000045_20260227_023537/thermal.tiff,processed/aligned/000045_20260227_023537/thermal.png,processed/aligned/000045_20260227_023537/video.png,processed/aligned/000045_20260227_023537/overlay.png,0.31055568903684616,0.1084442138671875,0.42518310546875,processed/aligned/000045_20260227_023537/mask_80c.png,325448,0.9931884765625
000046_20260227_023538,exported,20260227_023538.tiff,2026-02-27 02:35:38,112.83333333333337,00:01:52.833,3385,raw/thermal/20260227_023538.tiff,processed/aligned/000046_20260227_023538/thermal.tiff,processed/aligned/000046_20260227_023538/thermal.png,processed/aligned/000046_20260227_023538/video.png,processed/aligned/000046_20260227_023538/overlay.png,0.3035973124206066,0.1307403564453125,0.3911834716796875,processed/aligned/000046_20260227_023538/mask_80c.png,326491,0.9963714599609375
000047_20260227_023539,exported,20260227_023539.tiff,2026-02-27 02:35:39,113.83333333333337,00:01:53.833,3415,raw/thermal/20260227_023539.tiff,processed/aligned/000047_20260227_023539/thermal.tiff,processed/aligned/000047_20260227_023539/thermal.png,processed/aligned/000047_20260227_023539/video.png,processed/aligned/000047_20260227_023539/overlay.png,0.34386737644672394,0.1633209228515625,0.44677734375,processed/aligned/000047_20260227_023539/mask_80c.png,324105,0.9890899658203125
000048_20260227_023540,exported,20260227_023540.tiff,2026-02-27 02:35:40,114.83333333333337,00:01:54.833,3445,raw/thermal/20260227_023540.tiff,processed/aligned/000048_20260227_023540/thermal.tiff,processed/aligned/000048_20260227_023540/thermal.png,processed/aligned/000048_20260227_023540/video.png,processed/aligned/000048_20260227_023540/overlay.png,0.32510805130004883,0.1389007568359375,0.4698211669921875,processed/aligned/000048_20260227_023540/mask_80c.png,320815,0.9790496826171875
000049_20260227_023541,exported,20260227_023541.tiff,2026-02-27 02:35:41,115.83333333333337,00:01:55.833,3475,raw/thermal/20260227_023541.tiff,processed/aligned/000049_20260227_023541/thermal.tiff,processed/aligned/000049_20260227_023541/thermal.png,processed/aligned/000049_20260227_023541/video.png,processed/aligned/000049_20260227_023541/overlay.png,0.3239787220954895,0.1417449951171875,0.495159912109375,processed/aligned/000049_20260227_023541/mask_80c.png,318891,0.9731781005859375
000050_20260227_023542,exported,20260227_023542.tiff,2026-02-27 02:35:42,116.83333333333337,00:01:56.833,3505,raw/thermal/20260227_023542.tiff,processed/aligned/000050_20260227_023542/thermal.tiff,processed/aligned/000050_20260227_023542/thermal.png,processed/aligned/000050_20260227_023542/video.png,processed/aligned/000050_20260227_023542/overlay.png,0.3388102427124977,0.1337432861328125,0.5132720947265625,processed/aligned/000050_20260227_023542/mask_80c.png,306755,0.9361419677734375
000051_20260227_023543,exported,20260227_023543.tiff,2026-02-27 02:35:43,117.83333333333337,00:01:57.833,3535,raw/thermal/20260227_023543.tiff,processed/aligned/000051_20260227_023543/thermal.tiff,processed/aligned/000051_20260227_023543/thermal.png,processed/aligned/000051_20260227_023543/video.png,processed/aligned/000051_20260227_023543/overlay.png,0.36877162009477615,0.1579803466796875,0.5423187255859375,processed/aligned/000051_20260227_023543/mask_80c.png,274825,0.8386993408203125
000052_20260227_023544,exported,20260227_023544.tiff,2026-02-27 02:35:44,118.83333333333337,00:01:58.833,3565,raw/thermal/20260227_023544.tiff,processed/aligned/000052_20260227_023544/thermal.tiff,processed/aligned/000052_20260227_023544/thermal.png,processed/aligned/000052_20260227_023544/video.png,processed/aligned/000052_20260227_023544/overlay.png,0.3552704006433487,0.1476226806640625,0.52918701171875,processed/aligned/000052_20260227_023544/mask_80c.png,255757,0.7805084228515625
000053_20260227_023545,exported,20260227_023545.tiff,2026-02-27 02:35:45,119.83333333333337,00:01:59.833,3595,raw/thermal/20260227_023545.tiff,processed/aligned/000053_20260227_023545/thermal.tiff,processed/aligned/000053_20260227_023545/thermal.png,processed/aligned/000053_20260227_023545/video.png,processed/aligned/000053_20260227_023545/overlay.png,0.3732221722602844,0.17391357421875,0.5160369873046875,processed/aligned/000053_20260227_023545/mask_80c.png,300613,0.9173980712890625
000054_20260227_023546,exported,20260227_023546.tiff,2026-02-27 02:35:46,120.83333333333337,00:02:00.833,3625,raw/thermal/20260227_023546.tiff,processed/aligned/000054_20260227_023546/thermal.tiff,processed/aligned/000054_20260227_023546/thermal.png,processed/aligned/000054_20260227_023546/video.png,processed/aligned/000054_20260227_023546/overlay.png,0.39873097091913223,0.1956329345703125,0.50286865234375,processed/aligned/000054_20260227_023546/mask_80c.png,326445,0.9962310791015625
000055_20260227_023547,exported,20260227_023547.tiff,2026-02-27 02:35:47,121.83333333333337,00:02:01.833,3655,raw/thermal/20260227_023547.tiff,processed/aligned/000055_20260227_023547/thermal.tiff,processed/aligned/000055_20260227_023547/thermal.png,processed/aligned/000055_20260227_023547/video.png,processed/aligned/000055_20260227_023547/overlay.png,0.351287841796875,0.1336944580078125,0.513861083984375,processed/aligned/000055_20260227_023547/mask_80c.png,314332,0.95926513671875
000056_20260227_023548,exported,20260227_023548.tiff,2026-02-27 02:35:48,122.83333333333337,00:02:02.833,3685,raw/thermal/20260227_023548.tiff,processed/aligned/000056_20260227_023548/thermal.tiff,processed/aligned/000056_20260227_023548/thermal.png,processed/aligned/000056_20260227_023548/video.png,processed/aligned/000056_20260227_023548/overlay.png,0.4041406288743019,0.1843963623046875,0.4874420166015625,processed/aligned/000056_20260227_023548/mask_80c.png,262053,0.7997222900390625
000057_20260227_023549,exported,20260227_023549.tiff,2026-02-27 02:35:49,123.83333333333337,00:02:03.833,3715,raw/thermal/20260227_023549.tiff,processed/aligned/000057_20260227_023549/thermal.tiff,processed/aligned/000057_20260227_023549/thermal.png,processed/aligned/000057_20260227_023549/video.png,processed/aligned/000057_20260227_023549/overlay.png,0.41141727566719055,0.2028411865234375,0.3251434326171875,processed/aligned/000057_20260227_023549/mask_80c.png,148247,0.4524139404296875
000058_20260227_023550,exported,20260227_023550.tiff,2026-02-27 02:35:50,124.83333333333337,00:02:04.833,3745,raw/thermal/20260227_023550.tiff,processed/aligned/000058_20260227_023550/thermal.tiff,processed/aligned/000058_20260227_023550/thermal.png,processed/aligned/000058_20260227_023550/video.png,processed/aligned/000058_20260227_023550/overlay.png,0.35681775212287903,0.240228271484375,0.195465087890625,processed/aligned/000058_20260227_023550/mask_80c.png,109638,0.334588623046875
000059_20260227_023551,exported,20260227_023551.tiff,2026-02-27 02:35:51,125.83333333333337,00:02:05.833,3775,raw/thermal/20260227_023551.tiff,processed/aligned/000059_20260227_023551/thermal.tiff,processed/aligned/000059_20260227_023551/thermal.png,processed/aligned/000059_20260227_023551/video.png,processed/aligned/000059_20260227_023551/overlay.png,0.4343176782131195,0.2050079345703125,0.2812347412109375,processed/aligned/000059_20260227_023551/mask_80c.png,113806,0.347308349609375
000060_20260227_023552,exported,20260227_023552.tiff,2026-02-27 02:35:52,126.83333333333337,00:02:06.833,3805,raw/thermal/20260227_023552.tiff,processed/aligned/000060_20260227_023552/thermal.tiff,processed/aligned/000060_20260227_023552/thermal.png,processed/aligned/000060_20260227_023552/video.png,processed/aligned/000060_20260227_023552/overlay.png,0.45584874600172043,0.2046905517578125,0.2399810791015625,processed/aligned/000060_20260227_023552/mask_80c.png,129146,0.394122314453125
