aligned_id,status,tiff_name,tiff_time_iso,video_time_s,video_time,video_frame_index,thermal_source_path,thermal_tiff_path,thermal_png_path,video_png_path,overlay_png_path,visual_score,thermal_edge_density,video_edge_density,anchor_segment,anchor_requested_video_time_s,anchor_requested_video_time,anchor_selected_video_time_s,anchor_selected_video_time,anchor_center_tiff,mask_80c_path,mask_positive_pixels,mask_positive_fraction
000011_20260226_030505,exported,20260226_030505.tiff,2026-02-26 03:05:05,297.5,00:04:57.500,8925,raw/thermal/20260226_030505.tiff,processed/aligned/000011_20260226_030505/thermal.tiff,processed/aligned/000011_20260226_030505/thermal.png,processed/aligned/000011_20260226_030505/video.png,processed/aligned/000011_20260226_030505/overlay.png,0.2664064094424248,0.17984619140625,0.0984161376953125,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000011_20260226_030505/mask_80c.png,3,9.1552734375e-06
000012_20260226_030506,exported,20260226_030506.tiff,2026-02-26 03:05:06,298.5,00:04:58.500,8955,raw/thermal/20260226_030506.tiff,processed/aligned/000012_20260226_030506/thermal.tiff,processed/aligned/000012_20260226_030506/thermal.png,processed/aligned/000012_20260226_030506/video.png,processed/aligned/000012_20260226_030506/overlay.png,0.18663541786372662,0.1149688720703125,0.015777587890625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000012_20260226_030506/mask_80c.png,19,5.79833984375e-05
000013_20260226_030507,exported,20260226_030507.tiff,2026-02-26 03:05:07,299.5,00:04:59.500,8985,raw/thermal/20260226_030507.tiff,processed/aligned/000013_20260226_030507/thermal.tiff,processed/aligned/000013_20260226_030507/thermal.png,processed/aligned/000013_20260226_030507/video.png,processed/aligned/000013_20260226_030507/overlay.png,0.20096714980900288,0.12735595703125,0.0169036865234375,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000013_20260226_030507/mask_80c.png,2,6.103515625e-06
000014_20260226_030508,exported,20260226_030508.tiff,2026-02-26 03:05:08,300.5,00:05:00.500,9015,raw/thermal/20260226_030508.tiff,processed/aligned/000014_20260226_030508/thermal.tiff,processed/aligned/000014_20260226_030508/thermal.png,processed/aligned/000014_20260226_030508/video.png,processed/aligned/000014_20260226_030508/overlay.png,0.19830395095050335,0.1761566162109375,0.0101226806640625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000014_20260226_030508/mask_80c.png,12,3.662109375e-05
000015_20260226_030509,exported,20260226_030509.tiff,2026-02-26 03:05:09,301.5,00:05:01.500,9045,raw/thermal/20260226_030509.tiff,processed/aligned/000015_20260226_030509/thermal.tiff,processed/aligned/000015_20260226_030509/thermal.png,processed/aligned/000015_20260226_030509/video.png,processed/aligned/000015_20260226_030509/overlay.png,0.18967989645898342,0.19805908203125,0.0057647705078125,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000015_20260226_030509/mask_80c.png,0,0.0
000016_20260226_030510,exported,20260226_030510.tiff,2026-02-26 03:05:10,302.5,00:05:02.500,9075,raw/thermal/20260226_030510.tiff,processed/aligned/000016_20260226_030510/thermal.tiff,processed/aligned/000016_20260226_030510/thermal.png,processed/aligned/000016_20260226_030510/video.png,processed/aligned/000016_20260226_030510/overlay.png,0.16577832400798798,0.182525634765625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000016_20260226_030510/mask_80c.png,106,0.000323486328125
000017_20260226_030511,exported,20260226_030511.tiff,2026-02-26 03:05:11,303.5,00:05:03.500,9105,raw/thermal/20260226_030511.tiff,processed/aligned/000017_20260226_030511/thermal.tiff,processed/aligned/000017_20260226_030511/thermal.png,processed/aligned/000017_20260226_030511/video.png,processed/aligned/000017_20260226_030511/overlay.png,0.1609974205493927,0.120062255859375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000017_20260226_030511/mask_80c.png,370,0.001129150390625
000018_20260226_030512,exported,20260226_030512.tiff,2026-02-26 03:05:12,304.5,00:05:04.500,9135,raw/thermal/20260226_030512.tiff,processed/aligned/000018_20260226_030512/thermal.tiff,processed/aligned/000018_20260226_030512/thermal.png,processed/aligned/000018_20260226_030512/video.png,processed/aligned/000018_20260226_030512/overlay.png,0.17221395438537002,0.131927490234375,0.00029296875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000018_20260226_030512/mask_80c.png,0,0.0
000019_20260226_030513,exported,20260226_030513.tiff,2026-02-26 03:05:13,305.5,00:05:05.500,9165,raw/thermal/20260226_030513.tiff,processed/aligned/000019_20260226_030513/thermal.tiff,processed/aligned/000019_20260226_030513/thermal.png,processed/aligned/000019_20260226_030513/video.png,processed/aligned/000019_20260226_030513/overlay.png,0.17031200815108605,0.1104522705078125,0.00068359375,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000019_20260226_030513/mask_80c.png,0,0.0
000020_20260226_030514,exported,20260226_030514.tiff,2026-02-26 03:05:14,306.5,00:05:06.500,9195,raw/thermal/20260226_030514.tiff,processed/aligned/000020_20260226_030514/thermal.tiff,processed/aligned/000020_20260226_030514/thermal.png,processed/aligned/000020_20260226_030514/video.png,processed/aligned/000020_20260226_030514/overlay.png,0.17452503740787506,0.1664642333984375,0.000164794921875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000020_20260226_030514/mask_80c.png,1,3.0517578125e-06
000021_20260226_030515,exported,20260226_030515.tiff,2026-02-26 03:05:15,307.5,00:05:07.500,9225,raw/thermal/20260226_030515.tiff,processed/aligned/000021_20260226_030515/thermal.tiff,processed/aligned/000021_20260226_030515/thermal.png,processed/aligned/000021_20260226_030515/video.png,processed/aligned/000021_20260226_030515/overlay.png,0.16345065832138062,0.2297210693359375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000021_20260226_030515/mask_80c.png,446,0.001361083984375
000022_20260226_030516,exported,20260226_030516.tiff,2026-02-26 03:05:16,308.5,00:05:08.500,9255,raw/thermal/20260226_030516.tiff,processed/aligned/000022_20260226_030516/thermal.tiff,processed/aligned/000022_20260226_030516/thermal.png,processed/aligned/000022_20260226_030516/video.png,processed/aligned/000022_20260226_030516/overlay.png,0.15989534556865692,0.1288604736328125,0.0003997802734375,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000022_20260226_030516/mask_80c.png,470,0.001434326171875
000023_20260226_030517,exported,20260226_030517.tiff,2026-02-26 03:05:17,309.5,00:05:09.500,9285,raw/thermal/20260226_030517.tiff,processed/aligned/000023_20260226_030517/thermal.tiff,processed/aligned/000023_20260226_030517/thermal.png,processed/aligned/000023_20260226_030517/video.png,processed/aligned/000023_20260226_030517/overlay.png,0.18231971375644207,0.156732177734375,0.0019775390625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000023_20260226_030517/mask_80c.png,377,0.0011505126953125
000024_20260226_030518,exported,20260226_030518.tiff,2026-02-26 03:05:18,310.5,00:05:10.500,9315,raw/thermal/20260226_030518.tiff,processed/aligned/000024_20260226_030518/thermal.tiff,processed/aligned/000024_20260226_030518/thermal.png,processed/aligned/000024_20260226_030518/video.png,processed/aligned/000024_20260226_030518/overlay.png,0.14147865772247314,0.1854400634765625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000024_20260226_030518/mask_80c.png,3998,0.012200927734375
000025_20260226_030519,exported,20260226_030519.tiff,2026-02-26 03:05:19,311.5,00:05:11.500,9345,raw/thermal/20260226_030519.tiff,processed/aligned/000025_20260226_030519/thermal.tiff,processed/aligned/000025_20260226_030519/thermal.png,processed/aligned/000025_20260226_030519/video.png,processed/aligned/000025_20260226_030519/overlay.png,0.16500965773593634,0.2052581787109375,0.001092529296875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000025_20260226_030519/mask_80c.png,1129,0.0034454345703125
000026_20260226_030520,exported,20260226_030520.tiff,2026-02-26 03:05:20,312.5,00:05:12.500,9375,raw/thermal/20260226_030520.tiff,processed/aligned/000026_20260226_030520/thermal.tiff,processed/aligned/000026_20260226_030520/thermal.png,processed/aligned/000026_20260226_030520/video.png,processed/aligned/000026_20260226_030520/overlay.png,0.13147857785224915,0.2050048828125,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000026_20260226_030520/mask_80c.png,11236,0.03428955078125
000027_20260226_030521,exported,20260226_030521.tiff,2026-02-26 03:05:21,313.5,00:05:13.500,9405,raw/thermal/20260226_030521.tiff,processed/aligned/000027_20260226_030521/thermal.tiff,processed/aligned/000027_20260226_030521/thermal.png,processed/aligned/000027_20260226_030521/video.png,processed/aligned/000027_20260226_030521/overlay.png,0.16570915281772614,0.1339935302734375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000027_20260226_030521/mask_80c.png,265,0.0008087158203125
000028_20260226_030522,exported,20260226_030522.tiff,2026-02-26 03:05:22,314.5,00:05:14.500,9435,raw/thermal/20260226_030522.tiff,processed/aligned/000028_20260226_030522/thermal.tiff,processed/aligned/000028_20260226_030522/thermal.png,processed/aligned/000028_20260226_030522/video.png,processed/aligned/000028_20260226_030522/overlay.png,0.16579873859882355,0.143792724609375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000028_20260226_030522/mask_80c.png,1120,0.00341796875
000029_20260226_030523,exported,20260226_030523.tiff,2026-02-26 03:05:23,315.5,00:05:15.500,9465,raw/thermal/20260226_030523.tiff,processed/aligned/000029_20260226_030523/thermal.tiff,processed/aligned/000029_20260226_030523/thermal.png,processed/aligned/000029_20260226_030523/video.png,processed/aligned/000029_20260226_030523/overlay.png,0.17556536197662354,0.0849700927734375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000029_20260226_030523/mask_80c.png,23,7.01904296875e-05
000030_20260226_030524,exported,20260226_030524.tiff,2026-02-26 03:05:24,316.5,00:05:16.500,9495,raw/thermal/20260226_030524.tiff,processed/aligned/000030_20260226_030524/thermal.tiff,processed/aligned/000030_20260226_030524/thermal.png,processed/aligned/000030_20260226_030524/video.png,processed/aligned/000030_20260226_030524/overlay.png,0.1658279448747635,0.1285797119140625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000030_20260226_030524/mask_80c.png,1928,0.0058837890625
000031_20260226_030525,exported,20260226_030525.tiff,2026-02-26 03:05:25,317.5,00:05:17.500,9525,raw/thermal/20260226_030525.tiff,processed/aligned/000031_20260226_030525/thermal.tiff,processed/aligned/000031_20260226_030525/thermal.png,processed/aligned/000031_20260226_030525/video.png,processed/aligned/000031_20260226_030525/overlay.png,0.13152682781219482,0.2569549560546875,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000031_20260226_030525/mask_80c.png,6479,0.0197723388671875
000032_20260226_030526,exported,20260226_030526.tiff,2026-02-26 03:05:26,318.5,00:05:18.500,9555,raw/thermal/20260226_030526.tiff,processed/aligned/000032_20260226_030526/thermal.tiff,processed/aligned/000032_20260226_030526/thermal.png,processed/aligned/000032_20260226_030526/video.png,processed/aligned/000032_20260226_030526/overlay.png,0.1405889391899109,0.1300628662109375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000032_20260226_030526/mask_80c.png,7936,0.02421875
000033_20260226_030527,exported,20260226_030527.tiff,2026-02-26 03:05:27,319.5,00:05:19.500,9585,raw/thermal/20260226_030527.tiff,processed/aligned/000033_20260226_030527/thermal.tiff,processed/aligned/000033_20260226_030527/thermal.png,processed/aligned/000033_20260226_030527/video.png,processed/aligned/000033_20260226_030527/overlay.png,0.13655619323253632,0.1524810791015625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000033_20260226_030527/mask_80c.png,4308,0.01314697265625
000034_20260226_030528,exported,20260226_030528.tiff,2026-02-26 03:05:28,320.5,00:05:20.500,9615,raw/thermal/20260226_030528.tiff,processed/aligned/000034_20260226_030528/thermal.tiff,processed/aligned/000034_20260226_030528/thermal.png,processed/aligned/000034_20260226_030528/video.png,processed/aligned/000034_20260226_030528/overlay.png,0.13954751193523407,0.12828369140625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000034_20260226_030528/mask_80c.png,4992,0.015234375
000035_20260226_030529,exported,20260226_030529.tiff,2026-02-26 03:05:29,321.5,00:05:21.500,9645,raw/thermal/20260226_030529.tiff,processed/aligned/000035_20260226_030529/thermal.tiff,processed/aligned/000035_20260226_030529/thermal.png,processed/aligned/000035_20260226_030529/video.png,processed/aligned/000035_20260226_030529/overlay.png,0.13735000789165497,0.171929931640625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000035_20260226_030529/mask_80c.png,6332,0.01932373046875
000036_20260226_030530,exported,20260226_030530.tiff,2026-02-26 03:05:30,322.5,00:05:22.500,9675,raw/thermal/20260226_030530.tiff,processed/aligned/000036_20260226_030530/thermal.tiff,processed/aligned/000036_20260226_030530/thermal.png,processed/aligned/000036_20260226_030530/video.png,processed/aligned/000036_20260226_030530/overlay.png,0.13153469562530518,0.1809844970703125,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000036_20260226_030530/mask_80c.png,6382,0.019476318359375
000037_20260226_030531,exported,20260226_030531.tiff,2026-02-26 03:05:31,323.5,00:05:23.500,9705,raw/thermal/20260226_030531.tiff,processed/aligned/000037_20260226_030531/thermal.tiff,processed/aligned/000037_20260226_030531/thermal.png,processed/aligned/000037_20260226_030531/video.png,processed/aligned/000037_20260226_030531/overlay.png,0.12158802151679993,0.22171630859375,0.000201416015625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000037_20260226_030531/mask_80c.png,23057,0.0703643798828125
000038_20260226_030532,exported,20260226_030532.tiff,2026-02-26 03:05:32,324.5,00:05:24.500,9735,raw/thermal/20260226_030532.tiff,processed/aligned/000038_20260226_030532/thermal.tiff,processed/aligned/000038_20260226_030532/thermal.png,processed/aligned/000038_20260226_030532/video.png,processed/aligned/000038_20260226_030532/overlay.png,0.11739782243967056,0.2285797119140625,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000038_20260226_030532/mask_80c.png,33287,0.1015838623046875
000039_20260226_030533,exported,20260226_030533.tiff,2026-02-26 03:05:33,325.5,00:05:25.500,9765,raw/thermal/20260226_030533.tiff,processed/aligned/000039_20260226_030533/thermal.tiff,processed/aligned/000039_20260226_030533/thermal.png,processed/aligned/000039_20260226_030533/video.png,processed/aligned/000039_20260226_030533/overlay.png,0.10941056907176971,0.231243896484375,0.0,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000039_20260226_030533/mask_80c.png,41210,0.125762939453125
000040_20260226_030534,exported,20260226_030534.tiff,2026-02-26 03:05:34,326.5,00:05:26.500,9795,raw/thermal/20260226_030534.tiff,processed/aligned/000040_20260226_030534/thermal.tiff,processed/aligned/000040_20260226_030534/thermal.png,processed/aligned/000040_20260226_030534/video.png,processed/aligned/000040_20260226_030534/overlay.png,0.07860938459634781,0.1399749755859375,0.0036041259765625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000040_20260226_030534/mask_80c.png,14174,0.043255615234375
000041_20260226_030535,exported,20260226_030535.tiff,2026-02-26 03:05:35,327.5,00:05:27.500,9825,raw/thermal/20260226_030535.tiff,processed/aligned/000041_20260226_030535/thermal.tiff,processed/aligned/000041_20260226_030535/thermal.png,processed/aligned/000041_20260226_030535/video.png,processed/aligned/000041_20260226_030535/overlay.png,0.12999153975397348,0.1087646484375,0.01282958984375,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000041_20260226_030535/mask_80c.png,33067,0.1009124755859375
000042_20260226_030536,exported,20260226_030536.tiff,2026-02-26 03:05:36,328.5,00:05:28.500,9855,raw/thermal/20260226_030536.tiff,processed/aligned/000042_20260226_030536/thermal.tiff,processed/aligned/000042_20260226_030536/thermal.png,processed/aligned/000042_20260226_030536/video.png,processed/aligned/000042_20260226_030536/overlay.png,0.2055155634880066,0.110772705078125,0.025164794921875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000042_20260226_030536/mask_80c.png,0,0.0
000043_20260226_030537,exported,20260226_030537.tiff,2026-02-26 03:05:37,329.5,00:05:29.500,9885,raw/thermal/20260226_030537.tiff,processed/aligned/000043_20260226_030537/thermal.tiff,processed/aligned/000043_20260226_030537/thermal.png,processed/aligned/000043_20260226_030537/video.png,processed/aligned/000043_20260226_030537/overlay.png,0.09720419347286224,0.130023193359375,0.00113525390625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000043_20260226_030537/mask_80c.png,19377,0.0591339111328125
000044_20260226_030538,exported,20260226_030538.tiff,2026-02-26 03:05:38,330.5,00:05:30.500,9915,raw/thermal/20260226_030538.tiff,processed/aligned/000044_20260226_030538/thermal.tiff,processed/aligned/000044_20260226_030538/thermal.png,processed/aligned/000044_20260226_030538/video.png,processed/aligned/000044_20260226_030538/overlay.png,0.13657252280972898,0.032623291015625,0.0212615966796875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000044_20260226_030538/mask_80c.png,2182,0.006658935546875
000045_20260226_030539,exported,20260226_030539.tiff,2026-02-26 03:05:39,331.5,00:05:31.500,9945,raw/thermal/20260226_030539.tiff,processed/aligned/000045_20260226_030539/thermal.tiff,processed/aligned/000045_20260226_030539/thermal.png,processed/aligned/000045_20260226_030539/video.png,processed/aligned/000045_20260226_030539/overlay.png,0.15986079210415483,0.02064208984375,0.015264892578125,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000045_20260226_030539/mask_80c.png,137,0.0004180908203125
000046_20260226_030540,exported,20260226_030540.tiff,2026-02-26 03:05:40,332.5,00:05:32.500,9975,raw/thermal/20260226_030540.tiff,processed/aligned/000046_20260226_030540/thermal.tiff,processed/aligned/000046_20260226_030540/thermal.png,processed/aligned/000046_20260226_030540/video.png,processed/aligned/000046_20260226_030540/overlay.png,0.12449435505550355,0.0295135498046875,0.017889404296875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000046_20260226_030540/mask_80c.png,2972,0.00906982421875
000047_20260226_030541,exported,20260226_030541.tiff,2026-02-26 03:05:41,333.5,00:05:33.500,10005,raw/thermal/20260226_030541.tiff,processed/aligned/000047_20260226_030541/thermal.tiff,processed/aligned/000047_20260226_030541/thermal.png,processed/aligned/000047_20260226_030541/video.png,processed/aligned/000047_20260226_030541/overlay.png,0.1595397498458624,0.0613525390625,0.005377197265625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000047_20260226_030541/mask_80c.png,10496,0.03203125
000048_20260226_030542,exported,20260226_030542.tiff,2026-02-26 03:05:42,334.5,00:05:34.500,10035,raw/thermal/20260226_030542.tiff,processed/aligned/000048_20260226_030542/thermal.tiff,processed/aligned/000048_20260226_030542/thermal.png,processed/aligned/000048_20260226_030542/video.png,processed/aligned/000048_20260226_030542/overlay.png,0.16210067924112082,0.1197265625,0.0049774169921875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000048_20260226_030542/mask_80c.png,18232,0.0556396484375
000049_20260226_030543,exported,20260226_030543.tiff,2026-02-26 03:05:43,335.5,00:05:35.500,10065,raw/thermal/20260226_030543.tiff,processed/aligned/000049_20260226_030543/thermal.tiff,processed/aligned/000049_20260226_030543/thermal.png,processed/aligned/000049_20260226_030543/video.png,processed/aligned/000049_20260226_030543/overlay.png,0.17257260996848345,0.0468658447265625,0.0031402587890625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000049_20260226_030543/mask_80c.png,2522,0.007696533203125
000050_20260226_030544,exported,20260226_030544.tiff,2026-02-26 03:05:44,336.5,00:05:36.500,10095,raw/thermal/20260226_030544.tiff,processed/aligned/000050_20260226_030544/thermal.tiff,processed/aligned/000050_20260226_030544/thermal.png,processed/aligned/000050_20260226_030544/video.png,processed/aligned/000050_20260226_030544/overlay.png,0.16956094652414322,0.0350311279296875,0.011444091796875,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000050_20260226_030544/mask_80c.png,799,0.0024383544921875
000051_20260226_030545,exported,20260226_030545.tiff,2026-02-26 03:05:45,337.5,00:05:37.500,10125,raw/thermal/20260226_030545.tiff,processed/aligned/000051_20260226_030545/thermal.tiff,processed/aligned/000051_20260226_030545/thermal.png,processed/aligned/000051_20260226_030545/video.png,processed/aligned/000051_20260226_030545/overlay.png,0.12925394717603922,0.245147705078125,0.0094635009765625,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000051_20260226_030545/mask_80c.png,59194,0.180645751953125
000052_20260226_030546,exported,20260226_030546.tiff,2026-02-26 03:05:46,338.5,00:05:38.500,10155,raw/thermal/20260226_030546.tiff,processed/aligned/000052_20260226_030546/thermal.tiff,processed/aligned/000052_20260226_030546/thermal.png,processed/aligned/000052_20260226_030546/video.png,processed/aligned/000052_20260226_030546/overlay.png,0.13607953442260623,0.135833740234375,0.00264892578125,primary,292.0,00:04:52,292.5,00:04:52.500,20260226_030500.tiff,processed/aligned/000052_20260226_030546/mask_80c.png,10228,0.03121337890625
